id,full_lyrics,emotion,label
213,kalau kau datang. hatiku senang. berbunga-bunga. bulan dan bintang. terangi malam. sehabis hujan. saling bicara. tukar cerita. berbagi rasa. aku di sini. tetap di tepi. masih bernyanyi. dunia sedang dilanda kalut. alam semesta seperti merintih. kau dengarkah? aku tak bisa. untuk tak peduli. hati tersiksa. aku bersumpah. untuk berbuat. yang aku bisa. harus ada yang dikerjakan. agar kehidupan berjalan wajar. hidup hanya sekali wahai kawan. aku tak mau mati dalam keraguan. kalau kau datang. hatiku senang. berbunga-bunga. bulan dan bintang. terangi malam. sehabis hujan. saling bicara. tukar cerita. berbagi rasa. aku di sini. tetap di tepi. masih bernyanyi. aku tak bisa. untuk tak peduli. hati tersiksa. aku bersumpah. untuk berbuat. yang aku bisa. kalau kau datang.,sedih,1
214,"puing 2. perang, perang lagi. semakin menjadi. berita ini hari. berita jerit pengungsi. lidah anjing kerempeng. berdecak keras beringas. melihat tulang-belulang. serdadu boneka yang malang. tuan, tolonglah tuan. perang dihentikan. lihatlah di tanah yang basah. air mata bercampur darah. bosankah telinga tuan. mendengar teriak dendam. jemukah hidung tuan. mencium amis jantung korban. jejak kaki para pengungsi. bercengkrama dengan derita. jejak kaki para pengungsi. bercerita pada penguasa. bercerita pada penguasa. tentang ternaknya yang mati. tentang temannya yang mati. tentang adiknya yang mati. tentang abangnya yang mati. tentang ayahnya yang mati. tentang anaknya yang mati. tentang neneknya yang mati. tentang pacarnya yang mati. tentang istrinya yang mati. tentang harapannya yang mati. perang, perang lagi. mungkinkah berhenti. bila setiap negara. berlomba dekap senjata. dengan nafsu yang makin menggila. nuklir pun tercipta. tampaknya sang jenderal bangga. di mimbar dia berkata:. untuk perdamaian. demi perdamaian. guna perdamaian. dalih perdamaian. untuk perdamaian . demi perdamaian . dalih perdamaian . mana mungkin. bisa terwujudkan. semua hanya alasan. semua hanya bohong besar. perangnya, perang, pak.",marah,2
215,menyesal tidak kusampaikan. cinta monyetku ke kanya dan rebecca. apa kabar kalian di sana. semoga hidup baik baik saja. tidak belajar terkena getahnya. saat bersama thanya dan saphira. kupercaya mungkin bukan jalannya. namun kalian banyak salah juga. jika dahulu aku tidak cepat berubah. ini maafku untukmu sharfina. segala doa yang baik adanya. untukmu dan mimpimu yang mulia. pindah berkala rumah ke rumah. berharap bisa berujung indah. walau akhirnya harus berpisah. terima kasih karena aku tidak mudah. pindah berkala rumah ke rumah. berharap bisa berujung indah. walau akhirnya harus berpisah. terima kasih karena aku tidak mudah. hm. maaf jika aku sering buat susah. indisya panda anggra caca sismita. perempuan terkuat dalam hidupku. terjanglah apa pun yang kalian tuju. kau datang saat gelapku merekah. seluruh hatiku untukmu meidiana. kau pantas dapatkan yang baik di dunia. semoga kita bertahan lama. pindah berkala rumah ke rumah. mengambil pelajaran jika berpisah. jikalau suatu saat berujung indah. catat nama kita dalam sejarah. pindah berkala rumah ke rumah. mengambil pelajaran jika berpisah. jikalau suatu saat berujung indah. catat nama kita dalam sejarah. letih mengembara rumah ke rumah. kadang aku lupa akanmu amalia. siap sedia tiap aku bercerita. aku beruntung jadi anakmu bunda. pindah berkala rumah ke rumah. selalu pada dirimu aku berserah. jika aku disebut dalam sejarah. mereka takkan lupa karena siapa. pindah berkala rumah ke rumah. selalu pada dirimu aku berserah. jika aku disebut dalam sejarah. mereka takkan lupa karena siapa,sedih,1
216,"menyambut, mengenal masa kecil. melihat semua suka ria. alangkah indahnya jalannya hari. belas kasih sesamanya. tak kuasa, terasa semua ganti. bertemu, bertali dengan tegas. yang dulu beralih ke lembar baru. mengharuskan dia menanggung. mengenang jiwa mudanya yang silam. tak akan kembali saat itu. teringat, terlupa tak berbeda. hidup di dunia sekali. serasa mengejarkan harapan. ingatkan hidupnya serba bisa. tetapi segala kehausan hilang. hilang dengan kegelapan. hilang dengan kegelapan.",sedih,1
217,"wahai saudaraku kita tak pernah tahu. mana rejeki, kapan jodoh, dan ajalmu. hanya usaha yang kita bisa, sambil terus berdoa. wahai saudaraku jangan berkecil hati. apabila engkau belum temukan yang inti. lagi pula itu semua hanya titipan belaka, tak dibawa mati. lagu ini lagu penghibur hati. kalau kau tak suka, jangan dimasukan hati. wahai saudaraku yang banting tulang. siang dan malam, walau belum tentu datang. yang halal dan tayyiban, tetaplah berkeyakinan. lagu ini lagu penghibur hati. kalau kau tak suka, jangan dimasukan hati. wahai saudaraku yang masih sendirian. jangan hancur karena kesepian. ada dia yang lebih dekat dari urat lehermu, ya tuhan. lagu ini lagu penghibur hati. kalau kau tak suka jangan dimasukan hati. oh, begitu juga dengan ajal. semua sudah suratan. siapapun dia pasti dipanggil-nya. tak peduli siapa pun dia. kalo sudah waktunya. suka tak suka. lagu ini lagu penghibur hati. kalau kau tak suka, jangan dimasukan hati. lagu ini lagu penghibur hati. kalau kau tak suka, jangan dimasukan hati. kalau kau tak suka, jangan dimasukan hati. jangan dimasukan hati.",bahagia,0
218,walaupun diri ini menyukaimu. kamu seperti tidak tertarik kepadaku. siap patah hati kesekian kalinya. yeah yeah yeah . ketika kulihat di sekelilingku. ternyata banyak sekali gadis yang cantik. bunga yang tidak menarik tidak akan disadari. yeah yeah yeah . saat aku melamun terdengar musik. mengalun di kafetaria. tanpa sadar kuikuti iramanya. dan ujung jari pun mulai bergerak. perasaanku ini tidak dapat berhenti. come on come on come on come on baby . tolong ramalkanlah. yang mencinta fortune cookie. masa depan tidak akan seburuk itu. hey hey hey . mengembangkan senyuman. kan membawa keberuntungan. fortune cookie berbentuk hati. nasib lebih baiklah dari hari ini. hey hey hey . hey hey hey . janganlah menyerah dalam menjalani hidup. akan datang keajaiban yang tidak terduga. aku punya firasat untuk bisa saling mencinta denganmu. ingin ungkapkan perasaan padamu. tetapi aku tidak percaya diri. karena reaksimu terbayang di benakku. yeah yeah yeah . meski cowok bilang gadis ideal. yang punya kepribadian baik. penampilan itu menguntungkan. selalu hanya gadis cantik saja. yang kan dipilih menjadi nomor satu. please please please oh baby. lihatlah diriku. yang mencinta fortune cookie. cangkang itu ayo coba pecahkan saja. hey hey hey . apa yang kan terjadi. siapa pun tidak ada yang tahu. air mata fortune cookie. aku mohon jangan menjadi hal yang buruk. hey hey hey . hey hey hey . dunia ini kan dipenuhi oleh cinta. esok hari akan berhembus angin yang baru. yang membuat kita terlupa akan hal yang menyedihkan. come on come on come on come on baby . tolong ramalkanlah. yang mencinta fortune cookie. masa depan tidak akan seburuk itu. hey hey hey . mengembangkan senyuman. kan membawa keberuntungan. fortune cookie berbentuk hati. nasib lebih baiklah dari hari ini. hey hey hey . hey hey hey . janganlah menyerah dalam menjalani hidup. akan datang keajaiban yang tidak terduga. aku punya firasat untuk bisa saling mencinta denganmu,bahagia,0
219,aku sedang bertanya tanya. tentang perasaan kita. benarkah kita saling mencinta. atau hanya pernah saling cinta. bukankah kamu juga merasa. dingin mulai menjalari percakapan kita. pertanyaan kamu sedang apa. terkesan hanya sebuah formalitas saja. reff . coba tanyakan lagi pada hatimu. apakah sebaiknya kita putus atau terus. kita sedang mempertahankan hubungan. atau hanya sekedar menunda perpisahan. bukankah kamu juga merasa. dingin mulai menjalari percakapan kita. pertanyaan kamu sedang apa. terkesan hanya sebuah formalitas saja. reff . coba tanyakan lagi pada hatimu. apakah sebaiknya kita putus atau terus. kita sedang mempertahankan hubungan. atau hanya sekedar menunda perpisahan wo oo. bila kamu tanya aku maunya apa. aku mau kita terus bersama. reff . coba tanyakan lagi pada hatimu. kita sedang mempertahankan hubungan. atau hanya sekedar oh wo wo. hanya sekedar menunda perpisahan,sedih,1
220,"bebal ah, anjing! kau tergantikan, bisa digantikan. ada batas tipis selarastersentuk. sabar kau menunggu, menunggu jawaban. menyelami jalan, berkilah alasan. harimu takkan bertambah baik. gerahnya siang makin terik. harimu takkan bertambah baik. tak ada yang peduli. tak ada yang membaik. menyentuh api panas yang berkibar. merasakan sakit, rasa yang terbakar. perihal yang sama terulang kembali. seolah diri tidaklah belajar. harimu takkan bertambah baik. gerahnya siang makin terik. harimu takkan bertambah baik. tak ada yang peduli. tak ada yang membaik. pribadi yang rapuh, jauh dari tangguh. terjebak di zona, di zona nyamanmu. selalu mengeluh, hanyalah mengeluh. kau tak berguna, hujan menggemuruh. kau tak berguna, hujan menggemuruh. kau tak berguna, hujan menggemuruh.",marah,2
221,"karena hal kecil aku bertahan. lihat mama banyak makan. lihat papa di teras depan. semisal mereka pergi duluan. tetap manis untuk dikenang. karena hal kecil aku bertahan. dengar canda teman-teman. hirup udara perkotaan. semisal aku pergi duluan. tetap manis untuk dikenang. nyatanya. memori yang aku punya di dunia. terlalu mahal harganya. selalu kaya arti dan makna. jika aku berpulang. semua akan hilang. maka ku ucap sekarang. engkau selalu akan kukenang. hal besar aku pun bertahan . satu dua pencapaian. kesana kemari kasmaran. semisal nanti kita tidak sejalan. tetap manis untuk dikenang, hmm. nyatanya. memori yang aku punya di dunia. terlalu mahal harganya. selalu kaya arti dan makna. jika aku berpulang. semua akan hilang. maka ku ucap sekarang. engkau selalu akan kukenang. ooh, uuh-hoo. tak ada yang tahu. akhirnya bagaimana. yang pastinya ku tahu. aku kan baik-baik saja. nyatanya. waktu yang aku punya di dunia. takkan selamanya. akan ku pakai sebaik-baiknya. jika aku berpulang. semua akan hilang. maka ku ucap sekarang. engkau selalu akan kukenang. ooh, uuh-hoo. untuk semua yang lalu. kalian kan ku rindu. terima kasih seribu. kuucapkan selamat jalan, hmm. untuk lembaran baru. dengan orang-orang baru. bertahanlah denganku. kuucapkan selamat datang.",bahagia,0
222,mungkin ini memang jalan takdirku. mengagumi tanpa di cintai. tidak mengapa bagiku asal kau pun bahagia. dalam hidupmu dalam hidupmu. telah lama kupendam perasaan itu. menunggu hatimu menyambut diriku. tidak mengapa bagiku cintaimu pun adalah. bahagia untukku bahagia untukku. reff . aku ingin kau tahu diriku di sini menanti dirimu. meski aku tunggu hingga ujung waktuku. dan berharap rasa ini kan abadi untuk selamanya. dan ijinkan aku memeluk dirimu kali ini saja. untuk ucapkan selamat tinggal untuk selamanya. dan biarkan rasa ini bahagia untuk sekejab saja,sedih,1
223,"saat 'ku berjalan pikir melayang. angan terbentang terbang ke awan. temani senja diterpa angin 'ku terjaga. tetap 'ku berkhayal tinggi di awan lepaskan beban. andaikan saja selalu ada. satukan rasa bersamaku. tetap berjalan, tetap berkhayal. tetap kuingat senyummu. tetap kudekap semua rasa hatiku untukmu. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. makna cinta yang kau tanam mengena di dada. kini 'ku telah terpana. senyum yang kusimpan. 'kan kusiapkan hanya untukmu. dan segenggam rasa 'kan kuikat erat. 'kan kuberikan kepadamu. tetap berjalan, tetap berkhayal. tetap kuingat senyummu. tetap kudekap semua rasa hatiku untukmu. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. makna cinta yang kau tanam mengena di dada. kini 'ku telah terpana. dan segenggam rasa 'kan kuikat erat. 'kan kuberikan kepadamu. tetap berjalan, tetap berkhayal. tetap kuingat senyummu. tetap kudekap semua rasa hatiku untukmu. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. makna cinta yang kau tanam mengena di dada. kini 'ku telah terpana. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. kukira wajahmu waktu pejamkan mataku. kukira harum rambutmu membelaiku. kukira wajahmu waktu pejamkan mataku. kini 'ku telah terpana.",bahagia,0
224,"malam ketika tidak bisa tidur. ku selalu minum susu. kupejamkan mata di tempat tidur. mulai menghitung domba. di kaca jendela kamarku. terdengar lemparan batu. kamu yang dari bawah memberi isyarat. sungguh tak terduga. rayuan. pajama de doraibu. dengan sinar bulan sebagai petunjuknya. dari jam segini ke mana 'kan pergi. kencan yang rahasia. pajama de doraibu. ini sangat nekat tak bisa kupercaya. dengan pakaian ini ku dibawa pergi. apa yang sebaiknya aku lakukan? bila aku pikir, dengan baik-baik. ini cerita konyol. di saat ini ku seharusnya. tertidur dan bermimpi. saat kau suka seseorang. kau tak bisa katakan ""tidak"". keegoisan dirimu selalu kuterima. ku bagaikan tersihir. marionette. pajama de romansu. kau injak gasnya melaju dengan kencang. aku dimarahi papa melaju di jalan. pagi yang seharusnya. pajama de romansu. di dalam mobil dunia kita berdua. kalau tadi ku ganti baju pasti tak akan. debar-debar seperti saat ini. ""pokoknya ingin ketemu"" katanya. orang yang selalu memaksa. terlihat jahil tatapan itu. akan aku terima. biarpun dengan piyama. tidak apa-apa. hati ini selalu oke. pajama de doraibu. dengan sinar bulan sebagai petunjuknya. dari jam segini ke mana 'kan pergi. kencan yang rahasia. pajama de doraibu. ini sangat nekat tak bisa kupercaya. dengan pakaian ini ku dibawa pergi. apa yang sebaiknya aku lakukan? apa yang sebaiknya aku lakukan? apa yang sebaiknya aku lakukan?",bahagia,0
225,"mencari duduk perkara, tajam polusi cahaya. pendar megah tanpa makna, penjara termewah di dunia. mencari duduk perkara, tajam polusi cahaya. pendar megah tanpa makna, penjara termewah di dunia. jalan ini tak seindah. yang kuingat awal mula. tangga ini tak berujung menggunung. kian tinggi makin gaung. aku belum beranjak jauh. aku mungkin kalah bertaruh. mabuk pemasaran di pusat kota. mati penasaran di ujung dunia. terlalu banyak langkah yang tidak ke mana. hilang arah. terlalu sering ku mengiyakan dunia. mati rasa. terlalu susah untuk menerima fakta. bahwa aku belum jadi siapa-siapa. besar andil untuk polusi cahaya. sampah di penjara termewah dunia. hati ini tak seikhlas. lagu dan tulisan hindia. mual motivasi berujung kembung. dipaksa jadi petarung. mabuk pemasaran di pusat kota. mati penasaran di ujung dunia. terlalu banyak langkah yang tidak ke mana. hilang arah. terlalu sering ku mengiyakan dunia. mati rasa. terlalu susah untuk menerima fakta. bahwa aku belum jadi siapa-siapa. besar andil untuk polusi cahaya. sampah di penjara termewah dunia. mencari duduk perkara, tajam polusi cahaya. pendar megah tanpa makna, penjara termewah di dunia. mencari duduk perkara, tajam polusi cahaya. pendar megah tanpa makna, penjara termewah di dunia. mencari duduk perkara, tajam polusi cahaya. pendar megah tanpa makna, penjara termewah di dunia.",sedih,1
226,selayaknya engkau tahu. betapa aku mencintaimu. kau tenangkanku dari mimpi burukku. selayaknya kau mengerti. betapa engkau aku kagumi. kau telah tinggal di dalam palung hati. betapa hancur hatiku. melihat engkau bersamanya. namun aku mencoba untuk tegar menghadapinya. jangan kau menangis lagi. tidak sanggup aku melihatnya. sekarang kau pilih diriku atau dirinya. kau tuliskan cerita tentang engkau dan dia. yang membuat hatiku semakin terluka. sudah usai sudah cerita engkau dan aku. aku anggap sebagai bingkisan kalbu. aku tulis cerita tentang aku dan dia. sehingga membuatmu terluka. sudah usai sudah jangan menangis lagi. kurasa sampailah di sini. kau tuliskan cerita tentang engkau dan dia. membuat hatiku semakin terluka. sudah usai sudah cerita engkau dan aku. aku anggap sebagai bingkisan kalbu. kau tuliskan cerita tentang engkau dan dia. yang membuat hatiku semakin terluka. sudah usai sudah cerita engkau dan aku. aku anggap sebagai bingkisan kalbu. aku tulis cerita tentang aku dan dia. sehingga membuatmu terluka. sudah usai sudah jangan menagis lagi. kurasa sampailah di sini. aku tulis cerita tentang aku dan dia. sehingga membuatmu terluka. sudah usai sudah jangan menagis lagi. kurasa sampailah di sini kasih,sedih,1
227,tersungkur di sisa malam. kosong dan rendah gairah. puisi yang romantik. menetes dari bibir. murung itu sungguh indah. melambatkan butir darah. nikmatilah saja kegundahan ini. segala denyutnya yang merobek sepi. kelesuan ini jangan lekas pergi. aku menyelami sampai lelah hati. puisi yang romantis. menetes dari bibir. murung itu sungguh indah. melambatkan butir darah. nikmatilah saja kegundahan ini. segala denyutnya yang merobek sepi. kelesuan ini jangan lekas pergi. aku menyelami sampai lelah. nikmatilah saja kegundahan ini. segala denyutnya yang merobek sepi. kelesuan ini jangan lekas pergi. aku menyelami sampai lelah hati. melankolia. melankolia. melankolia. melankolia.,sedih,1
228,"apa kabar? kudengar kau masih menangis. bagaimana hari? apakah masih terasa bengis? sampai kapan. kau bungkam semua kesedihan? mm-mm. bagaimana bisa. aku biarkan kau kesakitan? mungkin kau tak bisa kembali seperti dahulu. setidaknya luka badan, jiwa, takkan lagi melepuh. obatmu mungkin bukan aku. dan semoga hadirku tak perkeruh. satu hanya doaku, kau semoga sembuh. hm-mm . selamanya. ku ingin kau s'lalu menyala . redup, tak apa. kehilanganmu, ku takkan bisa . mungkin kau tak bisa kembali seperti dahulu. setidaknya luka badan, jiwa, takkan lagi melepuh. obatmu mungkin bukan aku. dan semoga hadirku tak perkeruh. satu hanya doaku, kau semoga sembuh. aku ingat kita bahagia. aku ingat kita bertahan. demi senyum manis dan masa depanmu. satu hanya doaku, kau semoga sembuh . oh-oh-wo-oh-wo-oh. oh-ho. luka badan, jiwa, takkan lagi melepuh. ho-ho-oh . satu hanya doaku, kau semoga sembuh, ho-oh. setidaknya luka badan, jiwa, takkan lagi melepuh. obatmu mungkin bukan aku. dan semoga hadirku tak perkeruh. satu hanya doaku, kau semoga sembuh. hey-yeah-yeah-yeah. obatmu mungkin bukan aku. dan semoga hadirku tak perkeruh. satu hanya doaku, kau semoga sembuh. kau semoga sembuh. kau semoga sembuh.",sedih,1
229,"kumenanti seorang kekasih. bila mentari bersinar lagi. hatiku pun ceria kembali. kutatap mega tiada yang hitam. betapa indah hari ini. kumenanti seorang kekasih. yang tercantik, yang datang di hari ini. adakah dia akan selalu setia. bersanding hidup penuh pesona harapanku. jangan kau tak menepati janji. datanglah dengan kasihmu. andai kau tak datang kali ini. punah harapanku. oh-oh-oh. oh-oh-oh. oh-oh. kutatap mega tiada yang hitam. betapa indah hari ini. kumenanti seorang kekasih. yang tercantik, yang datang di hari ini. adakah dia akan selalu setia. bersanding hidup penuh pesona harapanku. jangan kau tak menepati janji. datanglah dengan kasihmu. andai kau tak datang kali ini. punah harapanku. jangan kau tak menepati janji. datanglah dengan kasihmu. andai kau tak datang kali ini. punah harapanku. andai kau tak datang kali ini. punah harapanku.",takut,3
230,"kukenal kamu dari jauh. tergetar hati melihatmu. matamu bening. suaramu bening. semangatmu hening. wajahmu lembut. senyummu lembut. rambutmu lepas tergerai. terasa sejuk mengenalmu. merdeka aku dibuaimu. jalan yang panjang. sebatas pandang. kau tempuh tanpa mengeluh. tangan terkepal. berangkatlah kapal. menuju dermaga sepi. kunyanyikan hanya untukmu. puja-puji ini karena rindu. air mata terlanjur tumpah. membasahi tanah, menjadi darah. dipayungi mega kelabu. aku tak peduli. apa yang terjadi. jangan kau pergi dariku. akan kutemani. ke dermaga sepi. membelai ombak yang biru. kau bangkitkan aku. kupanggil kau selalu. bertahanlah dalam gelombang. kau buka mataku. kau sadarkan aku. janganlah bosan. kunyanyikan hanya untukmu. puja-puji ini karena rindu. air mata terlanjur tumpah. membasahi tanah, menjadi darah. dipayungi mega kelabu.",sedih,1
231,"deru tanya berpulas akal semata. bahwasannya tiada kekal yang nyata. apa gerangan usang menjelang mengakhiri ceritera? hilangnya angan, pula kenangan. yang kaya pelita; cedera. terisak tangiskah atau kian merdu. bilamana sukma berlalu? hitam putih, api dan janji surgawi. meratapinya tersaji diri tak lagi peduli. apa gerangan usang menjelang mengakhiri ceritera? hilangnya angan, pula kenangan. yang kaya pelita; cedera. terisak tangiskah atau kian merdu. bilamana sukma berlalu?",sedih,1
232,"kamu yang ku percaya tak pergi. ternyata, pergi. dimana kamu yang dulu. mengejar tuk mendapatkan aku. datang dan pergi semau mu. begitu caramu setelah dapatkan. aku selalu kembali untuk kamu yang pergi. melupakan mu ternyata sakit. mencari pengganti mu sulit. ternyata aku hanya takut sendiri. bersamamu tak mungkin. yang kudapati hanya kenangan foto lama. ternyata patah hati. bukan kisah yang menarik untuk diulang. karna hal yang menyakitkan. saat kamu tersenyum. hanya untuk menggantikan air mata yang jatuh. datang dan pergi semau mu. begitu caramu setelah dapatkan. aku selalu kembali untuk kamu yang pergi. melupakan mu ternyata sakit. mencari pengganti mu sulit. ternyata aku hanya takut sendiri. bersamamu tak mungkin. yang kudapati hanya kenangan foto lama . melupakan mu ternyata sakit. mencari pengganti mu sulit. ternyata aku hanya takut sendiri. bersamamu tak mungkin . yang kudapati hanya kenangan foto lama .",sedih,1
233,"setengah tahun ini kita bertahan. belajar bermaafan tanpa pertemuan. setengah tahun ini memanggil tuhan. saat bisnis jeblok hilang penghasilan. siapa sekarang yang tak tahu wuhan? siapa yang suka colongan berdekat-dekatan? siapa yang mencibir video imagine. yang dengar rock metal dan masih gak maafin? sebagian kita dirundung murka. panas melihat istana yang tidak transparan. sebagian kita dirundung murka. karena omnibus, mcd sarinah, staf khusus. dan semua hati diwabah duka. bunga untuk semua korban dan yang garda depan. dan semua hati diwabah duka. bung glenn dan cinta dalamnya yang semua rasa. siapa yang sangka, siapa yang sangka. enam bulan sekarang terasa selamanya? siapa yang sangka, siapa yang sangka. kita ada di sini, oh absurd rasanya. absurd rasanya. setengah tahun ini kuminta izin. kurangi buka ponsel, bahaya batin. bersalah besar ke keluarga besar. harus ikut stres karena ku mulut besar. banyak omong tapi dari keluarga menengah, banyak gonggong tapi anjing datang ku jengah. banyak berkah, banyak celah hidup mudah, banyak tulah lahap menjilat ludah. im on the run again, no one will find me, put down the razor now, do you want to end me? kembali ke tanah, tumbuh cemara lagi, seenaknya beban tuk yang ditinggal mati. beban tuk yang ditinggal mati. kita bersama kali ini. lewati setengah tahun lagi. kita bersama kali ini. jangan kau pamit lebih pagi. kita bersama kali ini. lewati setengah tahun lagi. ku masih ingin melihatmu esok hari. siapa yang sangka, siapa yang sangka. enam bulan sekarang terasa selamanya? siapa yang sangka, siapa yang sangka. kita ada di sini, oh absurd rasanya. aku hanya butuh ketenangan. semua yang sirna kan nanti terganti. ku masih ingin melihatku esok hari. menarilah dengan. bayangan sendiri.",sedih,1
234,di usia permulaan. seorang anak yang lahir di dalam rumah yang penuh kemarahan. seorang pria yang ketakutan adalah kebenaran orang lain. orang buta menderita di tangan dosa. garis batas-batas yang digambarkan. sepuluh ribu patah oleh kegilaan di dalam. di luar kegelapan. perang yang tersisa untuk cahaya. satu kehidupan yang ditebang oleh api. yang anak nafsu marah. nabi jahat membunuh. ia hitam. membaptis dengan benci untuk berjalan jalan. kurang ajar terbangun dewa murka. selain hitam. perang. seperti langit jatuh. darah di tangannya. kehancuran di kerajaan. manusia. pembalasan suci dalam keadilan neraka. belas kasihan dari sayap kematian.,marah,2
235,cobalah henti langkahku. kaucoba lagi hentikan aku. aku tidak pernah tahu keinginanmu. dan tidak pernah tahu arah hatimu. kucoba pahami langit. kaucobakan lagi pijaki bumi. di atas hatiku kutinggikanmu. di atas hatimu kaurendahkanku. aku tahu semua berubah. engkau pun tahu semua berubah. kautanyakan lagi keteguhanku. dan dapat rasakan keraguanmu. coba kautanya seluruh alam. apa yang kautanya telah kulakukan. apa yang kaurasa telah kuimpikan. aku menunggumu di atas hatiku. dan coba lihat apakah jawabnya. mungkinkah kautemu di sudut malam . apa yang kautanya telah kulakukan. aku menunggumu masih menunggu oh. dan coba kautanya seluruh alam. apa yang kautanya telah kulakukan. apa yang kaurasa telah kuimpikan. aku menunggumu di atas hatiku. dan coba kautanya seluruh alam. apa yang kautanya telah kulakukan. apa yang kaurasa telah kuimpikan. aku menunggumu di atas hatiku. dan coba lihat apakah jawabnya. mungkinkah kautemu di sudut malam . apa yang kautanya telah kulakukan. aku menunggumu masih menunggu oh. nya nya nya nya nya nya oh. aku menunggumu masih menunggumu,marah,2
236,"hey bung yang di atas sana. coba turun ke jalan. lihat-lihat situasi. apa yang terjadi. hey bung yang di balik meja. coba turun ke jalan. tunjukan rasa perhatian. hey bung di dalam gedung megah. coba turun ke jalan. lihat-lihat kondisi biar pasti. hey bung yang berkuasa. coba turun ke jalan. berikan rasa kelembutan. jangan tunggu kami. turun di jalanan. jangan sampai kami. yang tunjukkan rasa, rasa! jangan tunggu kami. turun di jalanan. jangan sampai kami. yang tunjukkan rasa, rasa! jangan tunggu kami. turun di jalanan. jangan sampai kami. yang tunjukkan rasa, rasa!",marah,2
237,di rumah sepi ku sendiri. pusing akhirnya ku pun pergi. nongkrong di mall sambil ngerumpi. cuci mata sambil cari gebetan lagi. lihat sana-sini. hei kamu yang ada di situ. lucu beri ku senyumanmu. hei kamu godain kita dong. cakep aku lambai tanganmu kepadaku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. hei kamu yang ada di situ. lucu beri ku senyumanmu. hei kamu godain kita dong. cakep aku lambai tanganmu kepadaku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. hei kamu yang ada di situ. lucu beri ku senyumanmu. hei kamu godain kita dong. cakep aku lambai tanganmu kepadaku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. tak bawa kekasihku. tak bawa kekasihku. tak bawa kekasihku. tak bawa kekasihku.,bahagia,0
238,. untukmu yang duduk sambil diskusi. untukmu yang biasa bersafari. di sana di gedung dpr. wakil rakyat kumpulan orang hebat. bukan kumpulan teman teman dekat. apalagi sanak famili. di hati dan lidahmu kami berharap. suara kami tolong dengar lalu sampaikan. jangan ragu jangan takut karang menghadang. bicaralah yang lantang jangan hanya diam. di kantong safarimu kami titipkan. masa depan kami dan negeri ini. dari sabang sampai merauke. saudara dipilih bukan dilotre. meski kami tidak kenal siapa saudara. kami tidak sudi memilih para juara. juara diam juara he eh juara hahaha. untukmu yang duduk sambil diskusi. untukmu yang biasa bersafari. di sana di gedung dpr. di hati dan lidahmu kami berharap. suara kami tolong dengar lalu sampaikan. jangan ragu jangan takut karang menghadang. bicaralah yang lantang jangan hanya diam. wahai sahabat. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. wakil rakyat bukan paduan suara. hanya tahu nyanyian lagu setuju. wakil rakyat seharusnya merakyat. jangan tidur waktu sidang soal rakyat. bukan paduan suara. hanya tahu nyanyian lagu setuju,marah,2
239,"siapa itu orang baru? beda baju dan sapapun. beda warna dan bahasa. beda rupa dan budaya. tak kenal tak sayang. sayang bila tak kenal. kenalkan aku, sayang. tak dekat tak sayang. sayang bila tak dekat. dekati aku, sayang. siapa itu orang baru? belum tahu siapa kamu. beda gaya, beda tanda. beda rasa dan selera. tak kenal tak sayang. sayang bila tak kenal. kenalkan aku, sayang. tak dekat tak sayang. sayang bila tak dekat. dekati aku, sayang. baru tahu orang baru. bisa nyanyi bikin lagu. tak kenal tak sayang. sayang bila tak kenal. kenalkan aku, sayang. tak dekat tak sayang. sayang bila tak dekat. dekati aku, sayang.",bahagia,0
